A4GNT
BCL2
BCL2L13
BCS1L
BDKRB1
BDKRB2
BEST1
BET1
BET1L
BFAR
BMPR1A
BMPR2
BNIP1
BNIP2
BNIP3
BNIP3L
BPI
BRS3
BSCL2
BSND
BST1
BST2
BTK
BTN1A1
BTN2A1
BUD31
C11orf2
C1GALT1
C1QBP
C3AR1
C5AR1
C6orf25
C7
C8A
C8B
C9
CA12
CA14
CA9
CACNA1A
CACNA1B
CACNA1C
CACNA1D
CACNA1E
CACNA1F
CACNA1G
CACNA1H
CACNA1S
CACNA2D1
CACNB1
CACNB2
CACNB3
CACNB4
CACNG1
CACNG2
CACNG4
CADM1
CADM3
CALCRL
CALM3
CALY
CAPRIN1
CARD11
CASK
CASP7
CASR
CAV1
CAV2
CAV3
CBL
CBX5
CCBP2
CCDC70
CCDC8
CCDC88A
CCKAR
CCKBR
CCR1
CCR10
CCR2
CCR3
CCR4
CCR5
CCR6
CCR7
CCR8
CCR9
CCRL1
CCRL2
CD101
CD14
CD151
CD160
CD163
CD164
CD19
CD1B
CD1C
CD1D
CD200
CD22
CD226
CD24
CD247
CD28
CD300C
CD33
CD36
CD37
CD38
CD3E
CD4
CD40
CD40LG
CD46
CD47
CD48
CD5
CD52
CD53
CD55
CD6
CD63
CD68
CD69
CD7
CD70
CD72
CD74
CD79A
CD79B
CD81
CD82
CD83
CD84
CD8B
CD96
CD97
CD99
CDC42
CDC42BPA
CDC42BPB
CDC42EP2
CDC42SE1
CDC42SE2
CDH1
CDH13
CDH15
CDH24
CDH5
CDHR2
CDK5
CDK5R1
CEACAM4
CEACAM5
CEACAM6
CEACAM7
CEACAM8
CELSR1
CELSR3
CENPF
CEPT1
CFTR
CHL1
CHMP1A
CHRM1
CHRM2
CHRM3
CHRM4
CHRM5
CHRNA1
CHRNA2
CHRNA3
CHRNA4
CHRNA6
CHRNA7
CHRNB2
CHRNB3
CHRNB4
CHRND
CHRNE
CHRNG
CHST7
CIB1
CKAP4
CKLF
CLCA1
CLCA2
CLCA4
CLCN1
CLCN3
CLCN5
CLCNKA
CLCNKB
CLDN1
CLDN10
CLDN11
CLDN12
CLDN14
CLDN15
CLDN16
CLDN17
CLDN18
CLDN19
CLDN2
CLDN20
CLDN22
CLDN23
CLDN3
CLDN4
CLDN5
CLDN6
CLDN7
CLDN8
CLDN9
CLEC10A
CLEC1A
CLEC1B
CLEC2B
CLEC2D
CLEC4A
CLEC4M
CLEC5A
CLEC7A
CLN3
CLN5
CLNS1A
CLPTM1
CMKLR1
CNGA1
CNIH2
CNKSR1
CNN2
CNPY2
CNR1
CNR2
CNTFR
CNTN2
CNTNAP1
COG2
COL13A1
COL17A1
COLEC12
COPA
COPB1
COPB2
COPE
COPG
COPG2
COPZ1
CORIN
CORO1A
COX15
COX18
COX6B2
CPE
CPM
CR1
CRHR1
CRHR2
CRIM1
CRIPAK
CRNN
CRTAM
CSF1R
CSF2RA
CSF2RB
CSF3R
CSK
CSNK2A1
CSPG4
CSPG5
CTDNEP1
CTGF
CTLA4
CTNNA3
CTNNB1
CTNS
CUBN
CUTA
CUZD1
CX3CL1
CX3CR1
CXADR
CXCR2
CXCR3
CXCR4
CXCR5
CXCR6
CYB561
CYB5R2
CYB5R3
CYBB
CYSLTR1
CYTH1
CYTH2
CYTH3
DAB2
DAD1
DAG1
DARC
DCBLD2
DCLK1
DCT
DDOST
DDR1
DDR2
DDX19B
DEGS1
DERL1
DERL2
DERL3
DGKD
DGKK
DHCR7
DHRS9
DKK1
DLG1
DLG2
DLG4
DLK1
DMBT1
DMD
DNER
DNM2
DOLPP1
DOPEY1
DOPEY2
DPM1
DPM2
DPM3
DRD1
DRD2
DRD3
DRD4
DRD5
DSC1
DSC3
DSCAM
DST
DTNBP1
DYSF
EBI3
EBP
ECE1
ECE2
ECEL1
EDA
EDEM1
EDNRA
EDNRB
EEA1
EFNA1
EFNA3
EFNA4
EFNA5
EFNB1
EFNB2
EFNB3
EGF
EGFR
EIF2B1
EIF5A
ELMO1
ELTD1
EMCN
EMD
EMP1
EMP2
EMR1
EMR2
EMR3
EMR4P
ENDOU
ENG
ENOX2
ENPEP
ENPP1
ENPP2
ENPP3
ENTPD1
ENTPD4
EPB41
EPB41L2
EPB41L3
EPB42
EPC1
EPCAM
EPGN
EPHA1
EPHA2
EPHA3
EPHA4
EPHA5
EPHA8
EPHB1
EPHB2
EPHB3
EPHB4
EPOR
EPS15
ERBB2IP
ERBB3
ERBB4
ERC1
ERC2
EREG
ERLIN1
ERLIN2
ERMAP
ERN1
ERP44
EVI2B
EVL
EXT1
EXT2
EZR
F11R
F2R
F2RL1
F2RL2
F2RL3
F3
FADS2
FAM156A
FAM84B
FASLG
FCAR
FCER1A
FCER1G
FCER2
FCGR3A
FDFT1
FFAR1
FFAR2
FFAR3
FGFR1
FGFR3
FGFR4
FIS1
FLOT1
FLT1
FLT3
FLT4
FLVCR1
FOLH1
FOLR1
FOLR3
FPR1
FPR2
FPR3
FRS2
FRZB
FSHR
FUT1
FUT7
FXYD1
FXYD3
FXYD5
FXYD6
FYN
FZD10
FZD2
FZD3
FZD4
FZD5
FZD6
FZD7
FZD8
FZD9
GABARAP
GABBR1
GABBR2
GABRA1
GABRA2
GABRA3
GABRA4
GABRA5
GABRA6
GABRB1
GABRB2
GABRB3
GABRD
GABRE
GABRG2
GABRQ
GABRR1
GABRR2
GAL3ST1
GAL3ST2
GALNT3
GALR1
GALR2
GALR3
GAS1
GBA2
GBAS
GCA
GCGR
GCNT1
GDE1
GFRA2
GFRA3
GGCX
GGT5
GHR
GHRHR
GHSR
GIPC1
GIPR
GJA1
GJA4
GJA8
GJB1
GJB2
GJD3
GLE1
GLG1
GLP1R
GLP2R
GLRA1
GML
GNA11
GNA14
GNA15
GNAI1
GNAQ
GNAS
GNAZ
GNG4
GNRHR
GOLGA3
GOLGA5
GOLGB1
GOLIM4
GOLM1
GOSR1
GOT2
GP1BA
GP5
GP6
GP9
GPA33
GPAA1
GPC1
GPC3
GPC4
GPC5
GPC6
GPER
GPNMB
GPR1
GPR110
GPR111
GPR112
GPR113
GPR114
GPR115
GPR116
GPR12
GPR123
GPR124
GPR125
GPR126
GPR128
GPR133
GPR135
GPR137B
GPR143
GPR144
GPR15
GPR17
GPR176
GPR182
GPR183
GPR19
GPR20
GPR21
GPR22
GPR25
GPR3
GPR31
GPR32
GPR34
GPR35
GPR37
GPR39
GPR4
GPR42
GPR44
GPR45
GPR50
GPR52
GPR55
GPR56
GPR6
GPR64
GPR65
GPR68
GPR75
GPR97
GPR98
GPRC5A
GPRC5C
GRB10
GRIA1
GRIA2
GRIA3
GRIA4
GRID2
GRIK1
GRIK2
GRIK3
GRIK4
GRIN1
GRIN2A
GRIN2B
GRIN2C
GRM1
GRM2
GRM3
GRM4
GRM5
GRM6
GRM7
GRM8
GRPR
GUCY2D
GUCY2F
GYPA
GYPB
GYPC
GYPE
GZMA
GZMB
HAS1
HAS2
HAS3
HBEGF
HCAR3
HCCS
HCN2
HCRTR1
HCRTR2
HDAC11
HDLBP
HERPUD1
HFE
HLA-DOA
HLA-DRA
HLA-DRB3
HLA-DRB4
HLA-DRB5
HMGCR
HNRNPM
HOMER1
HPN
HPS1
HRAS
HRH1
HRH2
HRH3
HS3ST1
HS3ST2
HS3ST3A1
HS3ST3B1
HS6ST1
HSD17B10
HSD17B2
HSD3B1
HSD3B2
HSP90B1
HTATIP2
HTR1A
HTR1B
HTR1D
HTR1E
HTR1F
HTR2A
HTR2B
HTR3A
HTR3B
HTR4
HTR5A
HTR6
HTR7
HTRA2
HVCN1
ICA1
ICAM1
ICAM2
ICAM3
ICAM4
ICAM5
IFITM1
IFITM3
IFNAR1
IFNAR2
IFNGR1
IFNGR2
IGF2R
IGSF1
IGSF6
IGSF8
IL10RA
IL10RB
IL11RA
IL12RB1
IL12RB2
IL13RA1
IL15
IL17RB
IL18R1
IL1R1
IL1RAP
IL1RL2
IL27RA
IL28RA
IL29
IL2RA
IL2RB
IL2RG
IL4R
IL5RA
IL6R
IL6ST
IL9R
IMMT
INSR
IPO5
IPO7
IRS4
ITGA1
ITGA10
ITGA11
ITGA2
ITGA3
ITGA5
ITGA8
ITGA9
ITGAD
ITGAE
ITGAM
ITGAX
ITGB1
ITGB3
ITGB4
ITGB6
ITGB7
ITGB8
ITLN1
ITPR1
ITPR2
ITPR3
IZUMO1
JAG2
JTB
KCNA1
KCNA2
KCNA3
KCNA4
KCNA5
KCNA6
KCNB2
KCNC1
KCNC3
KCNC4
KCND3
KCNE1
KCNE1L
KCNE2
KCNG2
KCNG3
KCNH1
KCNH2
KCNH4
KCNJ1
KCNJ10
KCNJ11
KCNJ14
KCNJ15
KCNJ2
KCNJ3
KCNJ4
KCNJ5
KCNJ6
KCNJ8
KCNK1
KCNK3
KCNK5
KCNK6
KCNMA1
KCNMB2
KCNMB3
KCNMB4
KCNN1
KCNN3
KCNN4
KCNQ1
KCNQ2
KCNQ3
KCNQ5
KCNS1
KDELR1
KDELR2
KDR
KEL
KHDRBS1
KIF1B
KIR2DL1
KIR2DL3
KIR2DL4
KIR2DS3
KIR2DS4
KIR3DL2
KIRREL3
KISS1R
KL
KLRAP1
KLRB1
KLRC1
KLRC2
KLRD1
KLRF1
KLRG1
KLRK1
KPNA1
KPNA3
KPNB1
KRT1
KRTCAP2
KTN1
L2HGDH
L3MBTL4
LAMB1
LAMC3
LAMP1
LAMP2
LAMP3
LANCL1
LANCL2
LAPTM5
LARGE
LAT
LAT2
LAX1
LAYN
LBR
LCK
LCT
LDLR
LDLRAP1
LEMD3
LETM1
LGALS3
LGALS4
LGR5
LHCGR
LIFR
LILRA3
LILRB1
LILRB2
LILRB3
LIMA1
LMAN1
LMAN2L
LMNB1
LMTK2
LNPEP
LPAR2
LPAR3
LPAR4
LPHN1
LPHN2
LPHN3
LRIT1
LRMP
LRP1
LRP12
LRP3
LRP5
LRP6
LRPAP1
LRRC32
LRRC4C
LSR
LST1
LTB4R
LTB4R2
LTC4S
LTK
LY6E
LY75
LY86
LY96
LYN
LYPD3
LYVE1
M6PR
MADD
MAEA
MAGEA1
MAGEE1
MAGI1
MAGT1
MAL
MALL
MAN1A2
MAN1B1
MAN1C1
MAP1LC3A
MAP1LC3B
MAP1LC3C
MAP3K12
MAP4K2
MAPT
MARCKSL1
MARCO
MAS1
MATR3
MBTPS2
MC1R
MC2R
MC3R
MC4R
MC5R
MCHR1
MCL1
MCTP1
MCTP2
MDGA1
MEP1A
MEP1B
MERTK
MET
MFI2
MFN2
MFRP
MFSD10
MGAT1
MGAT3
MIP
MLANA
MLLT4
MLNR
MMD
MME
MMP14
MMP15
MMP16
MMP17
MMP24
MPL
MPP1
MPP2
MPP3
MPV17
MPZ
MPZL1
MRAS
MRC1
MRPL19
MRPL32
MRVI1
MS4A1
MS4A2
MSMO1
MSN
MSR1
MST1R
MSTO1
MTFR1
MTNR1A
MTNR1B
MTOR
MTX1
MTX2
MUC1
MUC16
MUC20
MUC4
MUSK
MYH9
MYO16
MYO1A
MYO1C
MYO6
MYO7A
MYOF
NAGPA
NAPSB
NARF
NBEA
NCAM1
NCAM2
NCF4
NCKAP1L
NCR2
NCR3
NCSTN
ND1
NDST2
NDUFA1
NDUFA13
NDUFA2
NDUFA6
NDUFA9
NDUFAB1
NDUFB6
NDUFS1
NDUFS2
NDUFS3
NDUFS4
NDUFS7
NDUFS8
NDUFV1
NECAB3
NECAP2
NEO1
NEU3
NEU4
NEXN
NF2
NFAM1
NGFR
NINJ2
NKG7
NLGN1
NMBR
NMUR1
NNT
NOD2
NOTCH2
NOTCH3
NOTCH4
NOX4
NPC1
NPFFR2
NPHS1
NPHS2
NPLOC4
NPR2
NPTN
NPY1R
NPY2R
NPY5R
NPY6R
NRAP
NRBP1
NRM
NRSN1
NRSN2
NRXN1
NRXN3
NTNG1
NTNG2
NTRK1
NTRK2
NTRK3
NTSR1
NTSR2
NUCB2
NUMB
NUP107
NUP133
NUP153
NUP160
NUP214
NUP50
NUP54
NUP62
NUP85
NUP88
NUP98
NUTF2
NXT1
OAS2
OCA2
OCLN
OGDH
OLR1
OPA1
OPCML
OPN1LW
OPN1MW
OPN1SW
OPN3
OPN4
OPRD1
OPRK1
OPRL1
OPRM1
OR10J1
OR1D2
OR1D4
OR1E2
OR3A2
OR52A1
ORAI1
ORMDL1
OSMR
OSTalpha
OSTBETA
OSTC
OTOF
OXA1L
OXGR1
OXTR
P2RX1
P2RX3
P2RX4
P2RX5
P2RX6
P2RX7
P2RY1
P2RY11
P2RY2
P2RY4
P2RY6
PAG1
PAK1
PALM
PARD3
PARD6A
PARD6B
PARP1
PCDH1
PCDH11X
PCDH12
PCDH7
PCDH8
PCDHA1
PCDHA10
PCDHA11
PCDHA2
PCDHA3
PCDHA4
PCDHA5
PCDHA6
PCDHA7
PCDHA8
PCDHAC1
PCDHAC2
PCDHB11
PCDHB12
PCDHB15
PCDHB17
PCDHB2
PCDHB3
PCDHB4
PCDHB6
PCSK7
PDGFRA
PDPK1
PDPN
PDYN
PDZD2
PDZD3
PECAM1
PEX1
PEX11A
PEX12
PEX13
PEX14
PEX16
PEX19
PEX2
PEX3
PGM5
PGRMC1
PGRMC2
PHB
PHB2
PHEX
PI4K2A
PICALM
PICK1
PIGA
PIGB
PIGC
PIGF
PIGK
PIGO
PIGR
PIGS
PIGT
PIGU
PIGV
PIGY
PIKFYVE
PITPNM3
PKD1
PKD1L1
PKD2
PKD2L2
PKDREJ
PKHD1
PKP2
PKP4
PLA2G4C
PLA2R1
PLAUR
PLCE1
PLD1
PLD2
PLEKHB1
PLP2
PLSCR1
PLXNA3
PMEL
PMPCA
PNN
PNPLA3
PNPLA8
PODXL
PODXL2
POLA1
POLR2M
POMT1
PPAP2A
PPAP2C
PPOX
PPP2R5C
PPT1
PPYR1
PRAF2
PREX1
PRICKLE1
PRKAR2A
PRKCB
PRKCZ
PRKD1
PRLHR
PRMT8
PRNP
PROCR
PROM1
PRPH2
PRRG1
PRRG2
PRSS21
PRSS8
PSAP
PSCA
PSEN1
PSEN2
PSENEN
PSMG1
PTAFR
PTCH1
PTCH2
PTGER1
PTGER2
PTGER3
PTGER4
PTGFR
PTGIR
PTH1R
PTH2R
PTK7
PTPN5
PTPN6
PTPRA
PTPRB
PTPRC
PTPRCAP
PTPRD
PTPRF
PTPRG
PTPRH
PTPRJ
PTPRK
PTPRM
PTPRN
PTPRN2
PTPRO
PTPRS
PTPRT
PTPRU
PTPRZ1
PTRF
PVR
PVRL1
PVRL2
PVRL3
PXMP4
QSOX1
RAB11FIP5
RAB13
RAB14
RAB22A
RAB26
RAB35
RAB5B
RAC3
RAE1
RAF1
RALBP1
RAMP1
RAMP2
RAMP3
RANBP2
RANGAP1
RAPGEF6
RARRES1
RASA3
RASGRP4
RASSF9
RCE1
RDH8
RER1
RETSAT
RGMB
RGR
RGS1
RGS19
RHAG
RHBDL1
RHBG
RHCE
RHCG
RHD
RHO
RHOB
RHOT1
RHOT2
RIC8B
RIMS1
RIN1
RIT1
RIT2
RND1
RNF139
RNF144B
RNPEP
ROBO1
ROBO4
ROM1
ROR1
ROR2
ROS1
RPN1
RPN2
RRH
RTN1
RTN4
RTN4RL1
RTN4RL2
RXFP3
RYK
RYR1
RYR2
S1PR1
S1PR3
S1PR4
SBF1
SBF2
SCARB1
SCARB2
SCARF1
SCN2B
SCN3B
SCN4B
SCN8A
SCNN1G
SCRN1
SCTR
SCUBE1
SDC1
SDCBP
SDHA
SDHC
SDHD
SEC14L1
SEC22A
SEC22C
SEC23B
SEC24B
SEC62
SECTM1
SELE
SELL
SELP
SELPLG
SELS
SEMA4F
SENP2
SEPT5
SERINC1
SERINC3
SERPINA5
SGCA
SGCB
SGCD
SGCE
SGCG
SGMS1
SGMS2
SH2B2
SHC1
SHH
SHROOM2
SHROOM3
SIGIRR
SIGLEC6
SIGLEC7
SIGLEC8
SIGMAR1
SIRPA
SIRPB1
SIRPG
SIT1
SKAP2
SLA2
SLC10A1
SLC10A2
SLC11A1
SLC11A2
SLC12A1
SLC12A2
SLC12A3
SLC12A4
SLC12A6
SLC12A7
SLC12A9
SLC13A2
SLC13A4
SLC14A1
SLC14A2
SLC15A1
SLC15A2
SLC16A1
SLC16A10
SLC16A2
SLC16A3
SLC16A4
SLC16A5
SLC16A6
SLC16A7
SLC16A8
SLC17A1
SLC17A2
SLC17A3
SLC17A4
SLC17A5
SLC17A7
SLC18A2
SLC18A3
SLC19A1
SLC1A1
SLC1A4
SLC1A5
SLC1A6
SLC20A1
SLC20A2
SLC22A1
SLC22A11
SLC22A12
SLC22A13
SLC22A14
SLC22A16
SLC22A18
SLC22A2
SLC22A3
SLC22A4
SLC22A5
SLC22A6
SLC22A7
SLC22A8
SLC23A1
SLC23A2
SLC24A1
SLC25A1
SLC25A11
SLC25A13
SLC25A14
SLC25A15
SLC25A17
SLC25A22
SLC25A3
SLC25A4
SLC25A5
SLC25A6
SLC26A1
SLC26A2
SLC26A4
SLC28A1
SLC28A2
SLC29A1
SLC29A2
SLC2A2
SLC2A4
SLC2A5
SLC2A8
SLC30A3
SLC30A5
SLC31A1
SLC31A2
SLC33A1
SLC34A1
SLC34A2
SLC34A3
SLC35A1
SLC35B2
SLC38A3
SLC39A1
SLC39A2
SLC3A1
SLC40A1
SLC43A1
SLC44A1
SLC44A2
SLC46A1
SLC4A1
SLC4A11
SLC4A3
SLC4A4
SLC5A1
SLC5A2
SLC5A3
SLC5A5
SLC5A6
SLC5A7
SLC6A2
SLC6A20
SLC6A3
SLC6A4
SLC6A7
SLC6A9
SLC7A1
SLC7A10
SLC7A11
SLC7A2
SLC7A4
SLC7A6
SLC7A7
SLC7A8
SLC7A9
SLC8A1
SLC9A1
SLC9A2
SLC9A3R2
SLC9A5
SLC9A6
SLC9A7
SLCO1B1
SLCO1B3
SLCO2A1
SLMAP
SLN
SMO
SMPD2
SNAP23
SNAP29
SNTB1
SNTB2
SNTG1
SNTG2
SNUPN
SOAT1
SOD1
SORBS1
SORBS3
SORCS1
SORL1
SP140
SPAG9
SPAM1
SPCS1
SPINK5
SPINT2
SPN
SRCIN1
SREBF1
SRP9
SRPR
SRPX
SSH1
SSPN
SSR1
SSR2
SSTR1
SSTR2
SSTR3
SSTR4
SSTR5
ST14
ST3GAL5
ST3GAL6
ST6GALNAC6
ST8SIA1
STAB1
STAB2
STBD1
STEAP1
STEAP2
STEAP4
STIM1
STOM
STS
STT3A
STT3B
STX10
STX12
STX16
STX1B
STX2
STX3
STX4
STX5
STX6
STX8
STYK1
SUMO1
SURF1
SVIL
SYK
SYNE1
SYNGR1
SYNGR2
SYNGR3
SYNRG
SYPL1
SYTL1
SYTL2
SYTL4
TAAR5
TACR1
TACR2
TACR3
TACSTD2
TAMM41
TAPBP
TAPT1
TAS2R16
TBC1D8
TBXA2R
TCIRG1
TDGF1
TEK
TFRC
TGFBR1
TGFBR2
TGFBR3
TGFBRAP1
TGM1
TGM3
THBD
THY1
TIE1
TIMM10
TIMM13
TIMM17A
TIMM17B
TIMM23
TIMM50
TIMM8B
TIMM9
TJP1
TLR1
TLR10
TLR2
TLR3
TLR4
TLR6
TM4SF1
TM4SF4
TM4SF5
TM7SF2
TM9SF1
TM9SF2
TMBIM6
TMED10
TMED2
TMEM11
TMEM2
TMEM47
TMEM48
TMEM5
TMEM50B
TMEM59L
TMEM8B
TMPO
TMPRSS11D
TMPRSS11E
TMPRSS2
TMPRSS3
TMPRSS6
TMX1
TNFRSF10C
TNFRSF13B
TNFRSF17
TNFRSF1A
TNFRSF25
TNFRSF4
TNFRSF9
TNFSF10
TNFSF12
TNFSF15
TNFSF4
TNFSF8
TNK1
TOM1
TOMM22
TOMM34
TPBG
TPO
TPR
TPRA1
TPSG1
TPTE
TRAK2
TRAM1
TRAPPC10
TRAT1
TRDN
TREH
TRHDE
TRHR
TRIM23
TRIM27
TRIP6
TRO
TRPA1
TRPC1
TRPC3
TRPC4
TRPC5
TRPC6
TRPM1
TRPM2
TRPM5
TRPV1
TRPV2
TRPV4
TRPV5
TRPV6
TSHR
TSPAN1
TSPAN12
TSPAN13
TSPAN15
TSPAN16
TSPAN2
TSPAN3
TSPAN31
TSPAN4
TSPAN7
TSPAN9
TTYH1
TUSC3
TYRO3
TYROBP
UBIAD1
UBQLN4
UCP3
UMOD
UNC93A
UPK1A
UPK2
UQCRB
UQCRC1
UQCRH
USO1
UST
UTRN
VAMP1
VAMP2
VAMP3
VAMP4
VAMP5
VANGL2
VAPA
VAPB
VAT1
VCL
VDAC1
VDAC2
VDAC3
VIPR1
VIPR2
VLDLR
VSIG2
VTI1A
WFS1
WNK4
WTAP
XCR1
XK
XPO1
XPO7
XPR1
YKT6
ZACN
ZAP70
ZYX
